"estado","uf","cidade"
"minas gerais","mg","bela vista de minas"
"minas gerais","mg","belmiro braga"
"minas gerais","mg","belo horizonte"
"minas gerais","mg","belo oriente"
"minas gerais","mg","belo vale"
"minas gerais","mg","berilo"
"minas gerais","mg","berizal"
"minas gerais","mg","bertópolis"
"minas gerais","mg","betim"
"minas gerais","mg","bias fortes"
"minas gerais","mg","bicas"
"minas gerais","mg","biquinhas"
"minas gerais","mg","boa esperança"
"minas gerais","mg","bocaina de minas"
"minas gerais","mg","bocaiúva"
"minas gerais","mg","bom despacho"
"minas gerais","mg","bom jardim de minas"
"minas gerais","mg","bom jesus da penha"
"minas gerais","mg","bom jesus do amparo"
"minas gerais","mg","bom jesus do galho"
"minas gerais","mg","bom repouso"
"minas gerais","mg","bom sucesso"
"minas gerais","mg","bonfim"
"minas gerais","mg","bonfinópolis de minas"
"minas gerais","mg","bonito de minas"
"minas gerais","mg","borda da mata"
"minas gerais","mg","botelhos"
"minas gerais","mg","botumirim"
"minas gerais","mg","brasilândia de minas"
"minas gerais","mg","brasília de minas"
"minas gerais","mg","brasópolis"
"minas gerais","mg","braúnas"
"minas gerais","mg","brumadinho"
"minas gerais","mg","brás pires"
"minas gerais","mg","bueno brandão"
"minas gerais","mg","buenópolis"
"minas gerais","mg","bugre"
"minas gerais","mg","buritis"
"minas gerais","mg","buritizeiro"
"minas gerais","mg","cabeceira grande"
"minas gerais","mg","cabo verde"
"minas gerais","mg","cachoeira dourada"
"minas gerais","mg","cachoeira da prata"
"minas gerais","mg","cachoeira de minas"
"minas gerais","mg","cachoeira de pajeú"
"minas gerais","mg","caetanópolis"
"minas gerais","mg","caeté"
"minas gerais","mg","caiana"
"minas gerais","mg","cajuri"
"minas gerais","mg","caldas"
"minas gerais","mg","camacho"
"minas gerais","mg","camanducaia"
"minas gerais","mg","cambuquira"
"minas gerais","mg","cambuí"
"minas gerais","mg","campanha"
"minas gerais","mg","campanário"
"minas gerais","mg","campestre"
"minas gerais","mg","campina verde"
"minas gerais","mg","campo azul"
"minas gerais","mg","campo belo"
"minas gerais","mg","campo florido"
"minas gerais","mg","campo do meio"
"minas gerais","mg","campos altos"
"minas gerais","mg","campos gerais"
"minas gerais","mg","cana verde"
"minas gerais","mg","canaã"
"minas gerais","mg","candeias"
"minas gerais","mg","cantagalo"
"minas gerais","mg","canápolis"
"minas gerais","mg","caparaó"
"minas gerais","mg","capela nova"
"minas gerais","mg","capelinha"
"minas gerais","mg","capetinga"
"minas gerais","mg","capim branco"
"minas gerais","mg","capinópolis"
"minas gerais","mg","capitão andrade"
"minas gerais","mg","capitão enéas"
"minas gerais","mg","capitólio"
"minas gerais","mg","caputira"
"minas gerais","mg","caranaíba"
"minas gerais","mg","carandaí"
"minas gerais","mg","carangola"
"minas gerais","mg","caratinga"
"minas gerais","mg","caraí"
"minas gerais","mg","carbonita"
"minas gerais","mg","careaçu"
"minas gerais","mg","carlos chagas"
"minas gerais","mg","carmo da cachoeira"
"minas gerais","mg","carmo da mata"
"minas gerais","mg","carmo de minas"
"minas gerais","mg","carmo do cajuru"
"minas gerais","mg","carmo do paranaíba"
"minas gerais","mg","carmo do rio claro"
"minas gerais","mg","carmésia"
"minas gerais","mg","carmópolis de minas"
"minas gerais","mg","carneirinho"
"minas gerais","mg","carrancas"
"minas gerais","mg","carvalhos"
"minas gerais","mg","carvalhópolis"
"minas gerais","mg","casa grande"
"minas gerais","mg","cascalho rico"
"minas gerais","mg","cataguases"
"minas gerais","mg","catas altas"
"minas gerais","mg","catas altas da noruega"
"minas gerais","mg","catuji"
"minas gerais","mg","catuti"
"minas gerais","mg","caxambu"
"minas gerais","mg","cedro do abaeté"
"minas gerais","mg","central de minas"
"minas gerais","mg","centralina"
"minas gerais","mg","chalé"
"minas gerais","mg","chapada gaúcha"
"minas gerais","mg","chapada do norte"
"minas gerais","mg","chiador"
"minas gerais","mg","chácara"
"minas gerais","mg","cipotânea"
"minas gerais","mg","claraval"
"minas gerais","mg","claro dos poções"
"minas gerais","mg","cláudio"
"minas gerais","mg","coimbra"
"minas gerais","mg","coluna"
"minas gerais","mg","comendador gomes"
"minas gerais","mg","comercinho"
"minas gerais","mg","conceição da aparecida"
"minas gerais","mg","conceição da barra de minas"
"minas gerais","mg","conceição das alagoas"
"minas gerais","mg","conceição das pedras"
"minas gerais","mg","conceição de ipanema"
"minas gerais","mg","conceição do mato dentro"
"minas gerais","mg","conceição do pará"
"minas gerais","mg","conceição do rio verde"
"minas gerais","mg","conceição dos ouros"
"minas gerais","mg","confins"
"minas gerais","mg","congonhal"
"minas gerais","mg","congonhas"
"minas gerais","mg","congonhas do norte"
"minas gerais","mg","conquista"
"minas gerais","mg","conselheiro lafaiete"
"minas gerais","mg","conselheiro pena"
"minas gerais","mg","consolação"
"minas gerais","mg","contagem"
"minas gerais","mg","coqueiral"
"minas gerais","mg","coração de jesus"
"minas gerais","mg","cordisburgo"
"minas gerais","mg","cordislândia"
"minas gerais","mg","corinto"
"minas gerais","mg","coroaci"
"minas gerais","mg","coromandel"
"minas gerais","mg","coronel fabriciano"
"minas gerais","mg","coronel murta"
"minas gerais","mg","coronel pacheco"
"minas gerais","mg","coronel xavier chaves"
"minas gerais","mg","couto de magalhães de minas"
"minas gerais","mg","cristais"
"minas gerais","mg","cristiano otoni"
"minas gerais","mg","cristina"
"minas gerais","mg","cristália"
"minas gerais","mg","crisólita"
"minas gerais","mg","crucilândia"
"minas gerais","mg","cruzeiro da fortaleza"
"minas gerais","mg","cruzília"
"minas gerais","mg","cuparaque"
"minas gerais","mg","curral de dentro"
"minas gerais","mg","curvelo"
"minas gerais","mg","cássia"
"minas gerais","mg","córrego danta"
"minas gerais","mg","córrego fundo"
"minas gerais","mg","córrego novo"
"minas gerais","mg","córrego do bom jesus"
"minas gerais","mg","cônego marinho"
"minas gerais","mg","datas"
"minas gerais","mg","delfim moreira"
"minas gerais","mg","delfinópolis"
"minas gerais","mg","delta"
"minas gerais","mg","descoberto"
"minas gerais","mg","desterro de entre rios"
"minas gerais","mg","desterro do melo"
"minas gerais","mg","diamantina"
"minas gerais","mg","diogo de vasconcelos"
"minas gerais","mg","dionísio"
"minas gerais","mg","divino"
"minas gerais","mg","divino das laranjeiras"
"minas gerais","mg","divinolândia de minas"
"minas gerais","mg","divinésia"
"minas gerais","mg","divinópolis"
"minas gerais","mg","divisa alegre"
"minas gerais","mg","divisa nova"
"minas gerais","mg","divisópolis"
"minas gerais","mg","dom bosco"
"minas gerais","mg","dom cavati"
"minas gerais","mg","dom joaquim"
"minas gerais","mg","dom silvério"
"minas gerais","mg","dom viçoso"
"minas gerais","mg","dona eusébia"
"minas gerais","mg","dores de campos"
"minas gerais","mg","dores de guanhães"
"minas gerais","mg","dores do indaiá"
"minas gerais","mg","dores do turvo"
"minas gerais","mg","doresópolis"
"minas gerais","mg","douradoquara"
"minas gerais","mg","durandé"
"minas gerais","mg","elói mendes"
"minas gerais","mg","engenheiro caldas"
"minas gerais","mg","engenheiro navarro"
"minas gerais","mg","entre folhas"
"minas gerais","mg","entre rios de minas"
"minas gerais","mg","ervália"
"minas gerais","mg","esmeraldas"
"minas gerais","mg","espera feliz"
"minas gerais","mg","espinosa"
"minas gerais","mg","espírito santo do dourado"
"minas gerais","mg","estiva"
"minas gerais","mg","estrela dalva"
"minas gerais","mg","estrela do indaiá"
"minas gerais","mg","estrela do sul"
"minas gerais","mg","eugenópolis"
"minas gerais","mg","ewbank da câmara"
"minas gerais","mg","extrema"
"minas gerais","mg","fama"
"minas gerais","mg","faria lemos"
"minas gerais","mg","felisburgo"
"minas gerais","mg","felixlândia"
"minas gerais","mg","felício dos santos"
"minas gerais","mg","fernandes tourinho"
"minas gerais","mg","ferros"
"minas gerais","mg","fervedouro"
"minas gerais","mg","florestal"
"minas gerais","mg","formiga"
"minas gerais","mg","formoso"
"minas gerais","mg","fortaleza de minas"
"minas gerais","mg","fortuna de minas"
"minas gerais","mg","francisco badaró"
"minas gerais","mg","francisco dumont"
"minas gerais","mg","francisco sá"
"minas gerais","mg","franciscópolis"
"minas gerais","mg","frei gaspar"
"minas gerais","mg","frei inocêncio"
"minas gerais","mg","frei lagonegro"
"minas gerais","mg","fronteira"
"minas gerais","mg","fronteira dos vales"
"minas gerais","mg","fruta de leite"
"minas gerais","mg","frutal"
"minas gerais","mg","funilândia"
"minas gerais","mg","galiléia"
"minas gerais","mg","gameleiras"
"minas gerais","mg","glaucilândia"
"minas gerais","mg","goiabeira"
"minas gerais","mg","goianá"
"minas gerais","mg","gonzaga"
"minas gerais","mg","gonçalves"
"minas gerais","mg","gouveia"
"minas gerais","mg","governador valadares"
"minas gerais","mg","grupiara"
"minas gerais","mg","grão mogol"
"minas gerais","mg","guanhães"
"minas gerais","mg","guapé"
"minas gerais","mg","guaraciaba"
"minas gerais","mg","guaraciama"
"minas gerais","mg","guarani"
"minas gerais","mg","guaranésia"
"minas gerais","mg","guarará"
"minas gerais","mg","guarda-mor"
"minas gerais","mg","guaxupé"
"minas gerais","mg","guidoval"
"minas gerais","mg","guimarânia"
"minas gerais","mg","guiricema"
"minas gerais","mg","gurinhatã"
"minas gerais","mg","heliodora"
"minas gerais","mg","iapu"
"minas gerais","mg","ibertioga"
"minas gerais","mg","ibiaí"
"minas gerais","mg","ibiracatu"
"minas gerais","mg","ibiraci"
"minas gerais","mg","ibirité"
"minas gerais","mg","ibitiúra de minas"
"minas gerais","mg","ibituruna"
"minas gerais","mg","ibiá"
"minas gerais","mg","icaraí de minas"
"minas gerais","mg","igarapé"
"minas gerais","mg","igaratinga"
"minas gerais","mg","iguatama"
"minas gerais","mg","ijaci"
"minas gerais","mg","ilicínea"
"minas gerais","mg","imbé de minas"
"minas gerais","mg","inconfidentes"
"minas gerais","mg","indaiabira"
"minas gerais","mg","indianópolis"
"minas gerais","mg","ingaí"
"minas gerais","mg","inhapim"
"minas gerais","mg","inhaúma"
"minas gerais","mg","inimutaba"
"minas gerais","mg","ipaba"
"minas gerais","mg","ipanema"
"minas gerais","mg","ipatinga"
"minas gerais","mg","ipiaçu"
"minas gerais","mg","ipuiúna"
"minas gerais","mg","iraí de minas"
"minas gerais","mg","itabira"
"minas gerais","mg","itabirinha de mantena"
"minas gerais","mg","itabirito"
"minas gerais","mg","itacambira"
"minas gerais","mg","itacarambi"
"minas gerais","mg","itaguara"
"minas gerais","mg","itaipé"
"minas gerais","mg","itajubá"
"minas gerais","mg","itamarandiba"
"minas gerais","mg","itamarati de minas"
"minas gerais","mg","itambacuri"
"minas gerais","mg","itambé do mato dentro"
"minas gerais","mg","itamogi"
"minas gerais","mg","itamonte"
"minas gerais","mg","itanhandu"
"minas gerais","mg","itanhomi"
"minas gerais","mg","itaobim"
"minas gerais","mg","itapagipe"
"minas gerais","mg","itapecerica"
"minas gerais","mg","itapeva"
"minas gerais","mg","itatiaiuçu"
"minas gerais","mg","itaverava"
"minas gerais","mg","itaú de minas"
"minas gerais","mg","itaúna"
"minas gerais","mg","itinga"
"minas gerais","mg","itueta"
"minas gerais","mg","ituiutaba"
"minas gerais","mg","itumirim"
"minas gerais","mg","iturama"
"minas gerais","mg","itutinga"
"minas gerais","mg","jaboticatubas"
"minas gerais","mg","jacinto"
"minas gerais","mg","jacutinga"
"minas gerais","mg","jacuí"
"minas gerais","mg","jaguaraçu"
"minas gerais","mg","jampruca"
"minas gerais","mg","janaúba"
"minas gerais","mg","januária"
"minas gerais","mg","japaraíba"
"minas gerais","mg","japonvar"
"minas gerais","mg","jaíba"
"minas gerais","mg","jeceaba"
"minas gerais","mg","jenipapo de minas"
"minas gerais","mg","jequeri"
"minas gerais","mg","jequitaí"
"minas gerais","mg","jequitibá"
"minas gerais","mg","jequitinhonha"
"minas gerais","mg","jesuânia"
"minas gerais","mg","joanésia"
"minas gerais","mg","joaquim felício"
"minas gerais","mg","joaíma"
"minas gerais","mg","jordânia"
"minas gerais","mg","josenópolis"
"minas gerais","mg","josé gonçalves de minas"
"minas gerais","mg","josé raydan"
"minas gerais","mg","joão monlevade"
"minas gerais","mg","joão pinheiro"
"minas gerais","mg","juatuba"
"minas gerais","mg","juiz de fora"
"minas gerais","mg","juramento"
"minas gerais","mg","juruaia"
"minas gerais","mg","juvenília"
"minas gerais","mg","ladainha"
"minas gerais","mg","lagamar"
"minas gerais","mg","lagoa dourada"
"minas gerais","mg","lagoa formosa"
"minas gerais","mg","lagoa grande"
"minas gerais","mg","lagoa santa"
"minas gerais","mg","lagoa da prata"
"minas gerais","mg","lagoa dos patos"
"minas gerais","mg","lajinha"
"minas gerais","mg","lambari"
"minas gerais","mg","lamim"
"minas gerais","mg","laranjal"
"minas gerais","mg","lassance"
"minas gerais","mg","lavras"
"minas gerais","mg","leandro ferreira"
"minas gerais","mg","leme do prado"
"minas gerais","mg","leopoldina"
"minas gerais","mg","liberdade"
"minas gerais","mg","lima duarte"
"minas gerais","mg","limeira do oeste"
"minas gerais","mg","lontra"
"minas gerais","mg","luisburgo"
"minas gerais","mg","luislândia"
"minas gerais","mg","luminárias"
"minas gerais","mg","luz"
"minas gerais","mg","machacalis"
"minas gerais","mg","machado"
"minas gerais","mg","madre de deus de minas"
"minas gerais","mg","malacacheta"
"minas gerais","mg","mamonas"
"minas gerais","mg","manga"
"minas gerais","mg","manhuaçu"
"minas gerais","mg","manhumirim"
"minas gerais","mg","mantena"
"minas gerais","mg","mar de espanha"
"minas gerais","mg","maravilhas"
"minas gerais","mg","maria da fé"
"minas gerais","mg","mariana"
"minas gerais","mg","marilac"
"minas gerais","mg","maripá de minas"
"minas gerais","mg","marliéria"
"minas gerais","mg","marmelópolis"
"minas gerais","mg","martinho campos"
"minas gerais","mg","martins soares"
"minas gerais","mg","mata verde"
"minas gerais","mg","materlândia"
"minas gerais","mg","mateus leme"
"minas gerais","mg","mathias lobato"
"minas gerais","mg","matias barbosa"
"minas gerais","mg","matias cardoso"
"minas gerais","mg","matipó"
"minas gerais","mg","mato verde"
"minas gerais","mg","matozinhos"
"minas gerais","mg","matutina"
"minas gerais","mg","medeiros"
"minas gerais","mg","medina"
"minas gerais","mg","mendes pimentel"
"minas gerais","mg","mercês"
"minas gerais","mg","mesquita"
"minas gerais","mg","minas novas"
"minas gerais","mg","minduri"
"minas gerais","mg","mirabela"
"minas gerais","mg","miradouro"
"minas gerais","mg","miravânia"
"minas gerais","mg","miraí"
"minas gerais","mg","moeda"
"minas gerais","mg","moema"
"minas gerais","mg","monjolos"
"minas gerais","mg","monsenhor paulo"
"minas gerais","mg","montalvânia"
"minas gerais","mg","monte alegre de minas"
"minas gerais","mg","monte azul"
"minas gerais","mg","monte belo"
"minas gerais","mg","monte carmelo"
"minas gerais","mg","monte formoso"
"minas gerais","mg","monte santo de minas"
"minas gerais","mg","monte sião"
"minas gerais","mg","montes claros"
"minas gerais","mg","montezuma"
"minas gerais","mg","morada nova de minas"
"minas gerais","mg","morro da garça"
"minas gerais","mg","morro do pilar"
"minas gerais","mg","munhoz"
"minas gerais","mg","muriaé"
"minas gerais","mg","mutum"
"minas gerais","mg","muzambinho"
"minas gerais","mg","mário campos"
"minas gerais","mg","nacip raydan"
"minas gerais","mg","nanuque"
"minas gerais","mg","naque"
"minas gerais","mg","natalândia"
"minas gerais","mg","natércia"
"minas gerais","mg","nazareno"
"minas gerais","mg","nepomuceno"
"minas gerais","mg","ninheira"
"minas gerais","mg","nova belém"
"minas gerais","mg","nova era"
"minas gerais","mg","nova lima"
"minas gerais","mg","nova módica"
"minas gerais","mg","nova ponte"
"minas gerais","mg","nova porteirinha"
"minas gerais","mg","nova resende"
"minas gerais","mg","nova serrana"
"minas gerais","mg","nova união"
"minas gerais","mg","novo cruzeiro"
"minas gerais","mg","novo oriente de minas"
"minas gerais","mg","novorizonte"
"minas gerais","mg","olaria"
"minas gerais","mg","olhos-dágua"
"minas gerais","mg","oliveira"
"minas gerais","mg","oliveira fortes"
"minas gerais","mg","olímpio noronha"
"minas gerais","mg","onça de pitangui"
"minas gerais","mg","oratórios"
"minas gerais","mg","orizânia"
"minas gerais","mg","ouro branco"
"minas gerais","mg","ouro fino"
"minas gerais","mg","ouro preto"
"minas gerais","mg","ouro verde de minas"
"minas gerais","mg","padre carvalho"
"minas gerais","mg","padre paraíso"
"minas gerais","mg","pai pedro"
"minas gerais","mg","paineiras"
"minas gerais","mg","pains"
"minas gerais","mg","paiva"
"minas gerais","mg","palma"
"minas gerais","mg","palmópolis"
"minas gerais","mg","papagaios"
"minas gerais","mg","paracatu"
"minas gerais","mg","paraguaçu"
"minas gerais","mg","paraisópolis"
"minas gerais","mg","paraopeba"
"minas gerais","mg","pará de minas"
"minas gerais","mg","passa quatro"
"minas gerais","mg","passa tempo"
"minas gerais","mg","passa-vinte"
"minas gerais","mg","passabém"
"minas gerais","mg","passos"
"minas gerais","mg","patis"
"minas gerais","mg","patos de minas"
"minas gerais","mg","patrocínio"
"minas gerais","mg","patrocínio do muriaé"
"minas gerais","mg","paula cândido"
"minas gerais","mg","paulistas"
"minas gerais","mg","pavão"
"minas gerais","mg","pedra azul"
"minas gerais","mg","pedra bonita"
"minas gerais","mg","pedra dourada"
"minas gerais","mg","pedra do anta"
"minas gerais","mg","pedra do indaiá"
"minas gerais","mg","pedralva"
"minas gerais","mg","pedras de maria da cruz"
"minas gerais","mg","pedrinópolis"
"minas gerais","mg","pedro leopoldo"
"minas gerais","mg","pedro teixeira"
"minas gerais","mg","pequeri"
"minas gerais","mg","pequi"
"minas gerais","mg","perdigão"
"minas gerais","mg","perdizes"
"minas gerais","mg","perdões"
"minas gerais","mg","periquito"
"minas gerais","mg","pescador"
"minas gerais","mg","peçanha"
"minas gerais","mg","piau"
"minas gerais","mg","piedade de caratinga"
"minas gerais","mg","piedade de ponte nova"
"minas gerais","mg","piedade do rio grande"
"minas gerais","mg","piedade dos gerais"
"minas gerais","mg","pimenta"
"minas gerais","mg","pingo-dágua"
"minas gerais","mg","pintópolis"
"minas gerais","mg","piracema"
"minas gerais","mg","pirajuba"
"minas gerais","mg","piranga"
"minas gerais","mg","piranguinho"
"minas gerais","mg","piranguçu"
"minas gerais","mg","pirapetinga"
"minas gerais","mg","pirapora"
"minas gerais","mg","piraúba"
"minas gerais","mg","pitangui"
"minas gerais","mg","piumhi"
"minas gerais","mg","planura"
"minas gerais","mg","pocrane"
"minas gerais","mg","pompéu"
"minas gerais","mg","ponte nova"
"minas gerais","mg","ponto chique"
"minas gerais","mg","ponto dos volantes"
"minas gerais","mg","porteirinha"
"minas gerais","mg","porto firme"
"minas gerais","mg","poté"
"minas gerais","mg","pouso alegre"
"minas gerais","mg","pouso alto"
"minas gerais","mg","poço fundo"
"minas gerais","mg","poços de caldas"
"minas gerais","mg","prados"
"minas gerais","mg","prata"
"minas gerais","mg","pratinha"
"minas gerais","mg","pratápolis"
"minas gerais","mg","presidente bernardes"
"minas gerais","mg","presidente juscelino"
"minas gerais","mg","presidente kubitschek"
"minas gerais","mg","presidente olegário"
"minas gerais","mg","prudente de morais"
"minas gerais","mg","quartel geral"
"minas gerais","mg","queluzito"
"minas gerais","mg","raposos"
"minas gerais","mg","raul soares"
"minas gerais","mg","recreio"
"minas gerais","mg","reduto"
"minas gerais","mg","resende costa"
"minas gerais","mg","resplendor"
"minas gerais","mg","ressaquinha"
"minas gerais","mg","riachinho"
"minas gerais","mg","riacho dos machados"
"minas gerais","mg","ribeirão vermelho"
"minas gerais","mg","ribeirão das neves"
"minas gerais","mg","rio acima"
"minas gerais","mg","rio casca"
"minas gerais","mg","rio doce"
"minas gerais","mg","rio espera"
"minas gerais","mg","rio manso"
"minas gerais","mg","rio novo"
"minas gerais","mg","rio paranaíba"
"minas gerais","mg","rio pardo de minas"
"minas gerais","mg","rio piracicaba"
"minas gerais","mg","rio pomba"
"minas gerais","mg","rio preto"
"minas gerais","mg","rio vermelho"
"minas gerais","mg","rio do prado"
"minas gerais","mg","ritápolis"
"minas gerais","mg","rochedo de minas"
"minas gerais","mg","rodeiro"
"minas gerais","mg","romaria"
"minas gerais","mg","rosário da limeira"
"minas gerais","mg","rubelita"
"minas gerais","mg","rubim"
"minas gerais","mg","sabará"
"minas gerais","mg","sabinópolis"
"minas gerais","mg","sacramento"
"minas gerais","mg","salinas"
"minas gerais","mg","salto da divisa"
"minas gerais","mg","santa bárbara"
"minas gerais","mg","santa bárbara do leste"
"minas gerais","mg","santa bárbara do monte verde"
"minas gerais","mg","santa bárbara do tugúrio"
"minas gerais","mg","santa cruz de minas"
"minas gerais","mg","santa cruz de salinas"
"minas gerais","mg","santa cruz do escalvado"
"minas gerais","mg","santa efigênia de minas"
"minas gerais","mg","santa fé de minas"
"minas gerais","mg","santa helena de minas"
"minas gerais","mg","santa juliana"
"minas gerais","mg","santa luzia"
"minas gerais","mg","santa margarida"
"minas gerais","mg","santa maria de itabira"
"minas gerais","mg","santa maria do salto"
"minas gerais","mg","santa maria do suaçuí"
"minas gerais","mg","santa rita de caldas"
"minas gerais","mg","santa rita de ibitipoca"
"minas gerais","mg","santa rita de jacutinga"
"minas gerais","mg","santa rita de minas"
"minas gerais","mg","santa rita do itueto"
"minas gerais","mg","santa rita do sapucaí"
"minas gerais","mg","santa rosa da serra"
"minas gerais","mg","santa vitória"
"minas gerais","mg","santana da vargem"
"minas gerais","mg","santana de cataguases"
"minas gerais","mg","santana de pirapama"
"minas gerais","mg","santana do deserto"
"minas gerais","mg","santana do garambéu"
"minas gerais","mg","santana do jacaré"
"minas gerais","mg","santana do manhuaçu"
"minas gerais","mg","santana do paraíso"
"minas gerais","mg","santana do riacho"
"minas gerais","mg","santana dos montes"
"minas gerais","mg","santo antônio do amparo"
"minas gerais","mg","santo antônio do aventureiro"
"minas gerais","mg","santo antônio do grama"
"minas gerais","mg","santo antônio do itambé"
"minas gerais","mg","santo antônio do jacinto"
"minas gerais","mg","santo antônio do monte"
"minas gerais","mg","santo antônio do retiro"
"minas gerais","mg","santo antônio do rio abaixo"
"minas gerais","mg","santo hipólito"
"minas gerais","mg","santos dumont"
"minas gerais","mg","sapucaí-mirim"
"minas gerais","mg","sardoá"
"minas gerais","mg","sarzedo"
"minas gerais","mg","sem-peixe"
"minas gerais","mg","senador amaral"
"minas gerais","mg","senador cortes"
"minas gerais","mg","senador firmino"
"minas gerais","mg","senador josé bento"
"minas gerais","mg","senador modestino gonçalves"
"minas gerais","mg","senhora de oliveira"
"minas gerais","mg","senhora do porto"
"minas gerais","mg","senhora dos remédios"
"minas gerais","mg","sericita"
"minas gerais","mg","seritinga"
"minas gerais","mg","serra azul de minas"
"minas gerais","mg","serra da saudade"
"minas gerais","mg","serra do salitre"
"minas gerais","mg","serra dos aimorés"
"minas gerais","mg","serrania"
"minas gerais","mg","serranos"
"minas gerais","mg","serranópolis de minas"
"minas gerais","mg","serro"
"minas gerais","mg","sete lagoas"
"minas gerais","mg","setubinha"
"minas gerais","mg","silveirânia"
"minas gerais","mg","silvianópolis"
"minas gerais","mg","simonésia"
"minas gerais","mg","simão pereira"
"minas gerais","mg","sobrália"
"minas gerais","mg","soledade de minas"
"minas gerais","mg","são bento abade"
"minas gerais","mg","são brás do suaçuí"
"minas gerais","mg","são domingos das dores"
"minas gerais","mg","são domingos do prata"
"minas gerais","mg","são francisco"
"minas gerais","mg","são francisco de paula"
"minas gerais","mg","são francisco de sales"
"minas gerais","mg","são francisco do glória"
"minas gerais","mg","são félix de minas"
"minas gerais","mg","são geraldo"
"minas gerais","mg","são geraldo da piedade"
"minas gerais","mg","são geraldo do baixio"
"minas gerais","mg","são gonçalo do abaeté"
"minas gerais","mg","são gonçalo do pará"
"minas gerais","mg","são gonçalo do rio abaixo"
"minas gerais","mg","são gonçalo do rio preto"
"minas gerais","mg","são gonçalo do sapucaí"
"minas gerais","mg","são gotardo"
"minas gerais","mg","são joaquim de bicas"
"minas gerais","mg","são josé da barra"
"minas gerais","mg","são josé da lapa"
"minas gerais","mg","são josé da safira"
"minas gerais","mg","são josé da varginha"
"minas gerais","mg","são josé do alegre"
"minas gerais","mg","são josé do divino"
"minas gerais","mg","são josé do goiabal"
"minas gerais","mg","são josé do jacuri"
"minas gerais","mg","são josé do mantimento"
"minas gerais","mg","são joão batista do glória"
"minas gerais","mg","são joão evangelista"
"minas gerais","mg","são joão nepomuceno"
"minas gerais","mg","são joão da lagoa"
"minas gerais","mg","são joão da mata"
"minas gerais","mg","são joão da ponte"
"minas gerais","mg","são joão das missões"
"minas gerais","mg","são joão del rei"
"minas gerais","mg","são joão do manhuaçu"
"minas gerais","mg","são joão do manteninha"
"minas gerais","mg","são joão do oriente"
"minas gerais","mg","são joão do pacuí"
"minas gerais","mg","são joão do paraíso"
"minas gerais","mg","são lourenço"
"minas gerais","mg","são miguel do anta"
"minas gerais","mg","são pedro da união"
"minas gerais","mg","são pedro do suaçuí"
"minas gerais","mg","são pedro dos ferros"
"minas gerais","mg","são romão"
"minas gerais","mg","são roque de minas"
"minas gerais","mg","são sebastião da bela vista"
"minas gerais","mg","são sebastião da vargem alegre"
"minas gerais","mg","são sebastião do anta"
"minas gerais","mg","são sebastião do maranhão"
"minas gerais","mg","são sebastião do oeste"
"minas gerais","mg","são sebastião do paraíso"
"minas gerais","mg","são sebastião do rio preto"
"minas gerais","mg","são sebastião do rio verde"
"minas gerais","mg","são thomé das letras"
"minas gerais","mg","são tiago"
"minas gerais","mg","são tomás de aquino"
"minas gerais","mg","são vicente de minas"
"minas gerais","mg","tabuleiro"
"minas gerais","mg","taiobeiras"
"minas gerais","mg","taparuba"
"minas gerais","mg","tapira"
"minas gerais","mg","tapiraí"
"minas gerais","mg","taquaraçu de minas"
"minas gerais","mg","tarumirim"
"minas gerais","mg","teixeiras"
"minas gerais","mg","teófilo otoni"
"minas gerais","mg","timóteo"
"minas gerais","mg","tiradentes"
"minas gerais","mg","tiros"
"minas gerais","mg","tocantins"
"minas gerais","mg","tocos do moji"
"minas gerais","mg","toledo"
"minas gerais","mg","tombos"
"minas gerais","mg","três corações"
"minas gerais","mg","três marias"
"minas gerais","mg","três pontas"
"minas gerais","mg","tumiritinga"
"minas gerais","mg","tupaciguara"
"minas gerais","mg","turmalina"
"minas gerais","mg","turvolândia"
"minas gerais","mg","ubaporanga"
"minas gerais","mg","ubaí"
"minas gerais","mg","uberaba"
"minas gerais","mg","uberlândia"
"minas gerais","mg","ubá"
"minas gerais","mg","umburatiba"
"minas gerais","mg","unaí"
"minas gerais","mg","união de minas"
"minas gerais","mg","uruana de minas"
"minas gerais","mg","urucuia"
"minas gerais","mg","urucânia"
"minas gerais","mg","vargem alegre"
"minas gerais","mg","vargem bonita"
"minas gerais","mg","vargem grande do rio pardo"
"minas gerais","mg","varginha"
"minas gerais","mg","varjão de minas"
"minas gerais","mg","varzelândia"
"minas gerais","mg","vazante"
"minas gerais","mg","verdelândia"
"minas gerais","mg","veredinha"
"minas gerais","mg","vermelho novo"
"minas gerais","mg","veríssimo"
"minas gerais","mg","vespasiano"
"minas gerais","mg","vieiras"
"minas gerais","mg","virgem da lapa"
"minas gerais","mg","virginópolis"
"minas gerais","mg","virgolândia"
"minas gerais","mg","virgínia"
"minas gerais","mg","visconde do rio branco"
"minas gerais","mg","viçosa"
"minas gerais","mg","volta grande"
"minas gerais","mg","várzea da palma"
"minas gerais","mg","wenceslau braz"
"minas gerais","mg","água boa"
"minas gerais","mg","água comprida"
"minas gerais","mg","águas formosas"
"minas gerais","mg","águas vermelhas"
"mato grosso do sul","ms","alcinópolis"
"mato grosso do sul","ms","amambaí"
"mato grosso do sul","ms","anastácio"
"mato grosso do sul","ms","anaurilândia"
"mato grosso do sul","ms","angélica"
"mato grosso do sul","ms","antônio joão"
"mato grosso do sul","ms","aparecida do taboado"
"mato grosso do sul","ms","aquidauana"
